Website URL,JSON Filename,337 Redundant Entry,331 Error Identification,247 Focus is Visible
https://017shop.ca/account/register,017blog.com_cleaned.json,TRUE,TRUE,TRUE
https://www.100000jobs.ch/user/register,100000jobs.ch_cleaned.json,TRUE,TRUE,TRUE
https://app.100hires.com/auth/create-account,100hires.com_cleaned.json,TRUE,TRUE,TRUE
https://100thieves.com/account/register,100thieves.com_cleaned.json,TRUE,TRUE,TRUE
https://10freelife.com/account/register,10freelife.com_cleaned.json,TRUE,FALSE,TRUE
https://111skin.com/account/register,111skin.com_cleaned.json,TRUE,TRUE,TRUE
https://1126records.com/account/register,1126records.com_cleaned.json,TRUE,TRUE,TRUE
https://www.11bravos.com/account/register,11bravos.com_cleaned.json,TRUE,TRUE,TRUE
https://www.123.is/SignupAragorn.aspx,123.is_cleaned.json,TRUE,FALSE,TRUE
https://123presets.store/account/register,123presets.store_cleaned.json,TRUE,FALSE,TRUE
https://123stitch.com/cgi-bin/accounts/create_account.pl,123stitch.com_cleaned.json,TRUE,FALSE,TRUE
https://www.123teachme.com/members/base/register,123teachme.com_cleaned.json,TRUE,TRUE,TRUE
https://www.127yardsale.com/cb-registration,127yardsale.com_cleaned.json,TRUE,TRUE,TRUE
https://1290sqm.com/account/register,1290sqm.com_cleaned.json,TRUE,FALSE,TRUE
https://www.12thtribe.com/account/register,12thtribe.com_cleaned.json,TRUE,TRUE,TRUE
https://new.achieve.12weekyear.com/signup,12weekyear.com_cleaned.json,TRUE,TRUE,TRUE
https://www.1800wheelchair.com/customer/account/create/,1800wheelchair.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://www.1820bagco.com/account/register,1820bagco.com_cleaned.json,TRUE,TRUE,TRUE
https://1822denim.com/account/register,1822denim.com_cleaned.json,TRUE,TRUE,TRUE
https://www.1928.com/account/register,1928.com_cleaned.json,TRUE,FALSE,TRUE
https://1997appealclothing.com/account/register,1997appealclothing.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://1hairstop.in/account/register,1hairstop.in_cleaned.json,TRUE,TRUE,TRUE
https://1ml.com/account/register,1ml.com_cleaned.json,TRUE,TRUE,TRUE
https://shop.1sale.com/account/register,1saleaday.com_cleaned.json,TRUE,FALSE,TRUE
https://shop.1sale.com/account/register,1sale.com_cleaned.json,TRUE,FALSE,TRUE
https://1shortlink.com/register,1shortlink.com_cleaned.json,TRUE,Possible regex issue,TRUE
https://1stphorm.com/account/register,1stphorm.com_cleaned.json,TRUE,FALSE,TRUE
https://1thrive.com/account/register,1thrive.com_cleaned.json,TRUE,TRUE,TRUE
https://1upnutrition.com/account/register,1upnutrition.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://my.20i.com/register,20i.com_cleaned.json,TRUE,Possible regex issue,TRUE
https://20x200.com/account/register,20x200.com_cleaned.json,TRUE,FALSE,TRUE
https://www.21-draw.com/signup/,21-draw.com_cleaned.json,TRUE,Possible regex issue,TRUE
https://www.211ct.org/users/sign_up,211ct.org_cleaned.json,TRUE,TRUE,TRUE
https://idp.21stmortgage.com/Account/Register?returnurl=https%3A%2F%2Fapply.21stmortgage.com%2F%3F,21stmortgage.com_cleaned.json,TRUE,TRUE,TRUE
https://dashboard.21cloudbox.com/u/signup/,21yunbox.com_cleaned.json,TRUE,TRUE,TRUE
https://22daysnutrition.com/account/register,22daysnutrition.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://www.22vd.com/register,22vd.com_cleaned.json,TRUE,TRUE,TRUE
https://www.23snaps.com/account/register,23snaps.com_cleaned.json,TRUE,TRUE,TRUE
https://accounts.24-7prayer.com/register,24-7prayer.com_cleaned.json,TRUE,TRUE,TRUE
https://www.247blinds.co.uk/customer/account/create/,247blinds.co.uk_cleaned.json,TRUE,TRUE,TRUE
https://www.24hourwristbands.ca/account/register,24hourwristbands.ca_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://27boutique.com/account/register,27boutique.com_cleaned.json,TRUE,TRUE,TRUE
https://www.2bigfeet.com/account/register,2bigfeet.com_cleaned.json,TRUE,TRUE,TRUE
https://2draw.net/network/register/?uri=,2draw.net_cleaned.json,TRUE,TRUE,TRUE
https://2fast4buds.com/register,2fast4buds.com_cleaned.json,TRUE,Possible regex issue,TRUE
https://www.2hraquarist.com/account/register,2hraquarist.com_cleaned.json,TRUE,FALSE,TRUE
https://2karandasha.ru/signup,2karandasha.ru_cleaned.json,TRUE,TRUE,TRUE
https://310nutrition.com/account/register,310nutrition.com_cleaned.json,TRUE,FALSE,TRUE
https://www.32spokes.com.au/account/register,32spokes.com.au_cleaned.json,TRUE,FALSE,TRUE
https://www.343industries.org/forum/register/,343industries.org_cleaned.json,TRUE,TRUE,TRUE
https://login.mitgo.com/auth/realms/users/protocol/openid-connect/registrations?client_id=monolith&redirect_uri=https%3A%2F%2Fstore.admitad.com%2Fen%2Fsso%2Flogin-complete%2F%3Frole%3Dwebmaster&response_type=code&scope=openid+email+profile&state=55fa86f4-ff46-4d95-b4e4-55dff0160648&ui_locales=en,360totalsecurity.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://365mashbir.co.il/account/register,365mashbir.co.il_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://3craftchicks.com/account/register,3craftchicks.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://www.3d-drucker-community.de/register/,3d-drucker-community.de_cleaned.json,TRUE,Possible regex issue,TRUE
https://3dkeebs.com/account/register,3dkeebs.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://www.3dphotogifts.com/account/register,3dphotogifts.com_cleaned.json,TRUE,TRUE,TRUE
https://insightchemicals.3eiq.com/Register.aspx,3eonline.com_cleaned.json,TRUE,FALSE,TRUE
https://3hentai.net/register?return=%2Flogin%3Freturn%3D%252F%252F,3hentai.net_cleaned.json,TRUE,FALSE,TRUE
https://store.401games.ca/account/register,401games.ca_cleaned.json,TRUE,TRUE,TRUE
https://www.40billion.com/,40billion.com_cleaned.json,TRUE,FALSE,TRUE
https://companies.intra.42.fr/en/pros/sign_up,42.fr_cleaned.json,TRUE,Possible regex issue,TRUE
https://www.420science.com/account/register,420science.com_cleaned.json,TRUE,TRUE,TRUE
https://45books.com/account/register,45books.com_cleaned.json,TRUE,FALSE,TRUE
https://47brand.com.au/account/register,47brand.com.au_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://account.4d.com/signup.shtml,4d.com_cleaned.json,TRUE,Possible regex issue,TRUE
https://4knines.com/account/register,4knines.com_cleaned.json,TRUE,TRUE,TRUE
http://www.4mark.net/register.aspx,4mark.net_cleaned.json,TRUE,FALSE,TRUE
https://www.4purposeenergy.com/account/register,4purposeenergy.com_cleaned.json,TRUE,FALSE,TRUE
https://shop.4tronix.co.uk/account/register,4tronix.co.uk_cleaned.json,TRUE,FALSE,TRUE
https://50-50.com.au/account/register,50-50.com.au_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://511ga.org/my511/register,511ga.org_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://511la.org/my511/register,511la.org_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://511on.ca/my511/register,511on.ca_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
http://51paper.net/login/signup.html,51paper.net_cleaned.json,TRUE,TRUE,TRUE
https://54energy.net/account/register,54energy.com_cleaned.json,TRUE,TRUE,TRUE
https://54thrones.com/account/register,54thrones.com_cleaned.json,TRUE,TRUE,TRUE
http://5tawzeef.com/registration/ar,5tawzeef.com_cleaned.json,TRUE,FALSE,TRUE
https://www.60secondtraffic.com/members/registerfree.php,60secondtraffic.com_cleaned.json,TRUE,FALSE,TRUE
https://www.64audio.com/account/register,64audio.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://6bittersweets.com/account/register,6bittersweets.com_cleaned.json,TRUE,FALSE,TRUE
http://www.6i5.com/user/public/register.html,6i5.com_cleaned.json,TRUE,Possible regex issue,TRUE
https://6ixice.com/account/register,6ixice.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://portal.6wind.com/register.php/,6wind.com_cleaned.json,TRUE,TRUE,TRUE
https://university.75f.io/en/users/sign_up,75f.io_cleaned.json,TRUE,TRUE,TRUE
https://www.porchlightbooks.com/login/index?returnUrl=%2F,800ceoread.com_cleaned.json,TRUE,Possible regex issue,TRUE
https://www.80stees.com/account/register,80stees.com_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://840designs.com/account/register,840designs.com_cleaned.json,TRUE,TRUE,TRUE
https://www.8ball.co.uk/account/register,8ball.co.uk_cleaned.json,TRUE,FALSE,TRUE
http://8coin.my/signup,8coin.my_cleaned.json,FALSE,TRUE,TRUE
https://www.8kcosplay.com/register/,8kcosplay.com_cleaned.json,TRUE,TRUE,TRUE
https://join.8teenboy.com/signup/signup.php?nats=MC4wLjIuMi4wLjAuMC4wLjA&step=2,8teenboy.com_cleaned.json,TRUE,TRUE,TRUE
https://8thstreet.com/Customer/Signup,8thstreet.com_cleaned.json,TRUE,TRUE,TRUE
https://www.911healthshop.com/account/register,911healthshop.com_cleaned.json,TRUE,TRUE,TRUE
https://93brand.com/account/register,93brand.com_cleaned.json,TRUE,TRUE,TRUE
https://93brand.com/account/register,karatedepot.com_cleaned.json,TRUE,TRUE,TRUE
https://9689.jp/account/register,9689.jp_cleaned.json,TRUE,Possible error due to shopify CAPTCHA.,TRUE
https://96dragonstudio.com/account/register,96dragonstudio.com_cleaned.json,TRUE,TRUE,TRUE
https://99perfume.com/account/register,99perfume.com_cleaned.json,TRUE,TRUE,TRUE
https://www.99txs.com/register.php,99txs.com_cleaned.json,TRUE,Possible regex issue,TRUE
https://www.9cloud.us/accounts/signup/,9cloud.us_cleaned.json,TRUE,TRUE,TRUE
https://www.a-d-g.com.au/account/register,a-d-g.com.au_cleaned.json,TRUE,FALSE,TRUE
https://www1.nyc.gov/account/register.htm?spName=accesshra&target=aHR0cHM6Ly9hMDY5LWFjY2Vzcy5ueWMuZ292L2FjY2Vzc2hyYS9sb2dpbg==&lang=en_US&fromKiosk=true,a069-access.nyc.gov_cleaned.json,TRUE,TRUE,TRUE
https://www.a1wears.com/register,a1designerwear.com_cleaned.json,TRUE,TRUE,TRUE
https://a4c.com/account/register,a4c.com_cleaned.json,TRUE,TRUE,TRUE
https://drivertraining.aaa.biz/account/register,aaa.biz_cleaned.json,TRUE,TRUE,TRUE
https://www.aaannunci.it/creaaccount.aspx,aaannunci.it_cleaned.json,TRUE,Possible regex issue,TRUE
https://www.aaartsalliance.org/public-users/sign_up,aaartsalliance.org_cleaned.json,TRUE,TRUE,TRUE
